2023-11-24 14:54:02
SET: 0.00
SET: 226581.69
SET: 223249.50
SET: 221826.91
SET: 221538.45
SET: 221659.47
SET: 221308.45
SET: 220404.33
SET: 219282.36
SET: 217602.84
SET: 216287.89
SET: 215031.62
SET: 215728.09
SET: 211723.17
SET: 206091.98
SET: 201942.95
SET: 198380.41
SET: 195231.25
SET: 192348.38
SET: 191414.02
SET: 191548.89
SET: 191614.55
SET: 191125.98
SET: 190131.81
SET: 189337.78
SET: 188325.70
SET: 186319.64
SET: 184156.42
SET: 182067.70
SET: 180224.52
SET: 178590.59
SET: 177267.45
SET: 176333.95
SET: 175432.78
SET: 174501.81
SET: 175037.36
SET: 176494.16
SET: 177834.17
SET: 179107.88
SET: 180256.77
SET: 181336.53
SET: 182388.61
SET: 183385.27
SET: 184263.39
SET: 184740.23
SET: 185141.14
SET: 185106.59
SET: 185164.06
SET: 185638.39
SET: 185841.98
SET: 184865.78
SET: 184659.34
SET: 185029.38
SET: 185420.47
SET: 185823.73
SET: 186020.94
SET: 186734.47
SET: 187686.78
SET: 188796.03
SET: 189491.88
SET: 189896.81
SET: 190493.58
SET: 191015.36
SET: 191473.34
SET: 191908.00
SET: 192365.73
SET: 192826.56
SET: 193212.03
SET: 193513.69
SET: 193719.44
SET: 193900.58
SET: 194160.42
SET: 194373.50
SET: 194768.34
SET: 195221.70
SET: 195616.45
SET: 196031.14
SET: 196439.22
SET: 196828.62
SET: 197103.27
SET: 197387.05
SET: 197786.28
SET: 198191.39
SET: 198555.89
SET: 198923.14
SET: 199282.50
SET: 199487.30
SET: 199711.66
SET: 199862.55
SET: 200046.38
SET: 200244.95
SET: 200449.72
SET: 200642.38
SET: 200838.11
SET: 200953.44
SET: 201188.95
SET: 201366.55
SET: 201440.20
SET: 201645.25
SET: 201701.28
SET: 201517.58
SET: 201339.09
SET: 201093.52
SET: 200901.17
SET: 200796.83
SET: 200635.36
SET: 200228.80
SET: 199784.39
SET: 199401.55
SET: 199088.53
SET: 198780.64
SET: 198392.67
SET: 198062.78
SET: 197853.95
SET: 197701.02
SET: 197541.81
SET: 197484.39
SET: 197410.72
SET: 197371.92
SET: 197317.92
SET: 197398.39
SET: 197662.64
SET: 197935.67
SET: 198108.55
SET: 198202.75
SET: 198313.12
SET: 198414.62
SET: 198443.73
SET: 198493.16
SET: 198715.17
SET: 198866.33
SET: 198867.41
SET: 198406.70
SET: 197963.02
SET: 197531.22
SET: 197099.41
