2023-11-24 14:54:02
SET: -nan
SET: 228352.00
SET: 224576.00
SET: 220245.33
SET: 218992.00
SET: 219046.41
SET: 219344.00
SET: 219803.42
SET: 218868.00
SET: 216167.11
SET: 215184.00
SET: 214321.45
SET: 213650.67
SET: 213312.00
SET: 212864.00
SET: 212226.14
SET: 211722.00
SET: 211256.47
SET: 210947.56
SET: 211008.00
SET: 211488.00
SET: 211792.77
SET: 212546.91
SET: 213644.52
SET: 213618.67
SET: 213873.92
SET: 214214.16
SET: 214326.52
SET: 214256.00
SET: 214441.94
SET: 214570.67
SET: 214757.16
SET: 214888.00
SET: 214913.94
SET: 214978.83
SET: 213400.69
SET: 211056.89
SET: 208373.62
SET: 205823.16
SET: 203439.23
SET: 202926.91
SET: 202388.05
SET: 201854.30
SET: 201687.66
SET: 201290.06
SET: 200994.75
SET: 200901.48
SET: 200519.44
SET: 199248.72
SET: 197871.84
SET: 196876.41
SET: 196421.92
SET: 196488.27
SET: 196530.97
SET: 196606.47
SET: 196713.55
SET: 196912.22
SET: 197192.61
SET: 197307.77
SET: 197514.47
SET: 197888.14
SET: 198595.77
SET: 199301.20
SET: 200001.52
SET: 199258.05
SET: 197707.97
SET: 196237.33
SET: 194967.23
SET: 193774.48
SET: 192583.86
SET: 191383.36
SET: 190234.70
SET: 189151.28
SET: 188008.11
SET: 186892.83
SET: 185824.66
SET: 184802.86
SET: 183804.27
SET: 182865.75
SET: 181963.95
SET: 181123.88
SET: 180272.16
SET: 179602.77
SET: 179707.39
SET: 179385.95
SET: 179046.48
SET: 178706.72
SET: 178425.89
SET: 178701.20
SET: 178886.20
SET: 178990.31
SET: 178952.88
SET: 178871.75
SET: 178594.52
SET: 178428.39
SET: 178531.83
SET: 178610.78
SET: 178565.39
SET: 178646.64
SET: 178673.23
SET: 178736.09
SET: 178674.16
SET: 178591.48
SET: 178667.59
SET: 179002.22
SET: 179315.55
SET: 179641.69
SET: 179747.61
SET: 179920.59
SET: 180214.58
SET: 180392.69
SET: 180455.17
SET: 180746.23
SET: 181048.84
SET: 181324.25
SET: 181613.52
SET: 181897.52
SET: 182159.44
SET: 182355.09
SET: 182550.95
SET: 182745.67
SET: 183022.08
SET: 183322.27
SET: 183573.88
SET: 183677.95
SET: 183731.98
SET: 183773.72
SET: 183831.94
SET: 183579.78
SET: 183157.89
SET: 182740.52
SET: 182484.38
SET: 182289.08
SET: 182057.50
SET: 181905.09
SET: 181740.70
SET: 181525.33
SET: 181353.97
SET: 181424.62
SET: 181556.86
SET: 181665.28
SET: 181851.81
SET: 182057.36
SET: 182231.38
SET: 182368.09
SET: 182556.33
SET: 182807.52
SET: 183057.25
SET: 183253.02
SET: 183490.61
SET: 183711.59
SET: 183911.42
SET: 184081.69
SET: 184253.91
SET: 184423.67
SET: 184563.59
SET: 184619.88
SET: 184608.38
SET: 184592.98
SET: 184561.28
SET: 184541.38
SET: 184546.36
SET: 184488.67
SET: 184293.30
SET: 183919.81
