2023-11-24 14:50:06
SET: -nan
SET: 454240.00
SET: 356064.00
SET: 326570.66
SET: 312064.00
SET: 304025.59
SET: 297120.00
SET: 291675.44
SET: 285312.00
SET: 282314.66
SET: 279600.00
SET: 277521.47
SET: 275392.00
SET: 273491.69
SET: 271755.44
SET: 270280.53
SET: 268516.00
SET: 266629.66
SET: 264892.44
SET: 263206.75
SET: 261121.59
SET: 258610.28
SET: 256084.36
SET: 254548.88
SET: 253104.00
SET: 251656.95
SET: 250499.69
SET: 249372.44
SET: 248416.00
SET: 247230.89
SET: 245974.41
SET: 244742.19
SET: 243305.00
SET: 240395.64
SET: 238147.77
SET: 236516.58
SET: 235146.67
SET: 233667.45
SET: 231557.89
SET: 229466.25
SET: 227595.20
SET: 225787.31
SET: 223657.91
SET: 222670.14
SET: 222613.81
SET: 222518.75
SET: 222434.78
SET: 221971.75
SET: 221290.67
SET: 220532.89
SET: 219448.31
SET: 218089.41
SET: 216776.61
SET: 215786.27
SET: 216148.73
SET: 216413.67
SET: 216594.28
SET: 216890.39
SET: 217076.41
SET: 217020.20
SET: 216974.41
SET: 216937.44
SET: 216880.52
SET: 216803.56
SET: 216727.00
SET: 216657.23
SET: 216532.84
SET: 216421.25
SET: 216315.30
SET: 216231.42
SET: 215517.25
SET: 214674.03
SET: 213880.44
SET: 213029.27
SET: 212374.05
SET: 211955.20
SET: 211313.27
SET: 210538.81
SET: 209783.39
SET: 209058.83
SET: 208317.20
SET: 207624.30
SET: 206855.42
SET: 205970.50
SET: 205113.14
SET: 204426.17
SET: 203515.91
SET: 202600.09
SET: 201692.73
SET: 200822.30
SET: 199999.64
SET: 199180.31
SET: 198366.27
SET: 197548.84
SET: 196770.86
SET: 196028.12
SET: 195309.86
SET: 194649.95
SET: 194235.67
SET: 193934.14
SET: 193615.30
SET: 193252.70
SET: 193033.38
SET: 192778.84
SET: 192444.91
SET: 192177.67
SET: 192249.36
SET: 192464.44
SET: 192689.75
SET: 192949.41
SET: 193191.53
SET: 193446.00
SET: 193677.09
SET: 194023.02
SET: 194390.09
SET: 194766.94
SET: 195124.31
SET: 195412.41
SET: 195119.89
SET: 194655.11
SET: 194236.73
SET: 193948.23
SET: 193635.36
SET: 193344.48
SET: 193006.94
SET: 192576.23
SET: 191990.61
SET: 191438.39
SET: 190878.28
SET: 190315.03
SET: 189767.03
SET: 189295.56
SET: 188859.34
SET: 188370.27
SET: 188005.27
SET: 187630.72
SET: 187256.52
SET: 186885.20
SET: 186527.62
SET: 186182.56
SET: 186146.39
SET: 186186.55
SET: 186213.73
SET: 186397.19
SET: 186552.97
SET: 186613.27
SET: 186484.25
SET: 186320.42
SET: 186175.67
SET: 186218.62
SET: 186280.20
SET: 186319.78
SET: 186343.05
SET: 186423.09
SET: 186602.89
SET: 186792.94
SET: 186978.11
SET: 187165.61
SET: 187356.59
SET: 187409.95
SET: 187473.44
SET: 187539.91
SET: 187603.19
SET: 187489.02
SET: 187374.67
SET: 187263.08
SET: 187164.95
SET: 187009.20
SET: 186839.30
SET: 186673.30
SET: 186567.98
SET: 186465.77
SET: 186396.92
SET: 186330.53
SET: 186338.66
SET: 186447.62
SET: 186553.16
SET: 186734.89
SET: 186990.44
SET: 187239.38
SET: 187487.14
SET: 187671.00
SET: 187524.59
SET: 187274.00
SET: 187058.66
SET: 186846.16
SET: 186670.86
SET: 186491.11
SET: 186315.83
SET: 186229.25
SET: 186219.19
SET: 186381.81
