2023-11-24 14:45:08
SET: -nan
SET: 300512.00
SET: 250512.00
SET: 235360.00
SET: 225720.00
SET: 214323.20
SET: 204597.33
SET: 196873.14
SET: 188960.00
SET: 180995.56
SET: 175446.41
SET: 175738.19
SET: 178136.00
SET: 179723.17
SET: 180732.36
SET: 181845.91
SET: 182752.31
SET: 183380.86
SET: 184234.62
SET: 185118.08
SET: 185524.50
SET: 186257.86
SET: 186824.22
SET: 186003.12
SET: 185175.81
SET: 184406.98
SET: 183756.34
SET: 182514.00
SET: 181626.62
SET: 180515.80
SET: 179843.75
SET: 179393.62
SET: 180312.45
SET: 181263.84
SET: 181041.28
SET: 179897.14
SET: 178511.72
SET: 177235.75
SET: 177764.02
SET: 178600.75
SET: 179177.28
SET: 179546.97
SET: 180347.00
SET: 181082.31
SET: 181786.38
SET: 182387.34
SET: 183475.52
SET: 184499.70
SET: 185515.20
SET: 186480.12
SET: 187400.05
SET: 188347.89
SET: 189233.44
SET: 190223.22
SET: 191075.03
SET: 192045.38
SET: 192917.64
SET: 193836.22
SET: 194674.02
SET: 195348.38
SET: 196013.59
SET: 196471.83
SET: 196779.05
SET: 197037.89
SET: 197598.16
SET: 198219.44
SET: 198793.78
SET: 199353.36
SET: 199998.12
SET: 200333.91
SET: 200655.05
SET: 200957.25
SET: 201268.38
SET: 201562.66
SET: 201953.20
SET: 201487.28
SET: 201064.80
SET: 200621.69
SET: 200231.78
SET: 200237.77
SET: 200250.00
SET: 200283.25
SET: 200328.97
SET: 200390.92
SET: 200668.16
SET: 200880.16
SET: 201128.14
SET: 201343.58
SET: 201373.39
SET: 201481.28
SET: 201657.17
SET: 201390.02
SET: 200859.80
SET: 200352.33
SET: 199947.92
SET: 199829.56
SET: 199964.00
SET: 200110.19
SET: 200208.00
SET: 200334.86
SET: 200438.70
SET: 200542.72
SET: 200649.08
SET: 200744.67
SET: 200862.12
SET: 200953.27
SET: 201017.02
SET: 201228.52
SET: 201397.88
SET: 201667.47
SET: 201955.14
SET: 202240.50
SET: 202514.48
SET: 202764.08
SET: 203006.22
SET: 203249.70
SET: 203469.41
SET: 203636.12
SET: 203698.59
SET: 203760.28
SET: 203845.20
SET: 203954.66
SET: 204000.92
SET: 203403.34
SET: 202945.20
SET: 202609.08
SET: 202714.58
SET: 202801.55
SET: 202911.16
SET: 203119.78
SET: 203361.38
SET: 203602.95
SET: 203914.31
SET: 204173.34
SET: 204236.77
SET: 204289.06
SET: 204299.41
SET: 204378.97
SET: 204398.02
SET: 204403.44
SET: 204461.36
SET: 204661.44
SET: 204791.98
SET: 204939.95
SET: 205004.31
SET: 205051.23
SET: 205211.25
SET: 205228.27
SET: 205204.41
SET: 205255.16
SET: 205307.17
SET: 205319.92
SET: 205383.44
SET: 205450.95
SET: 205532.33
SET: 205567.45
SET: 205562.53
SET: 205075.03
SET: 204606.67
SET: 204198.73
SET: 204258.09
SET: 204351.09
SET: 204415.50
SET: 204540.36
SET: 204669.55
SET: 204768.86
SET: 204889.33
SET: 205003.77
SET: 205130.17
SET: 205269.28
SET: 205402.42
SET: 205540.36
SET: 205644.52
SET: 205738.97
SET: 205790.58
SET: 205858.25
SET: 205913.14
SET: 205941.38
SET: 205975.42
SET: 206014.27
SET: 206044.84
SET: 206089.59
SET: 206185.53
SET: 206261.89
SET: 206329.95
SET: 206481.16
SET: 206546.95
SET: 206687.34
SET: 206876.80
SET: 207056.95
SET: 207225.95
SET: 207403.75
SET: 207537.17
SET: 207669.39
SET: 207825.83
SET: 207948.47
SET: 208006.38
SET: 208074.56
SET: 208155.16
SET: 208232.84
SET: 208292.95
SET: 208334.00
SET: 208367.05
SET: 208455.88
SET: 208593.25
SET: 208713.98
SET: 208762.70
SET: 208772.94
SET: 208826.30
SET: 208924.16
SET: 209060.55
SET: 209152.59
SET: 209134.33
SET: 209060.80
SET: 209082.75
SET: 208995.86
SET: 209018.20
SET: 209067.48
