2023-11-24 14:50:06
SET: 0.00
SET: 403633.50
SET: 297580.84
SET: 252932.09
SET: 224759.23
SET: 208933.64
SET: 204700.86
SET: 201612.78
SET: 199044.48
SET: 196410.48
SET: 191961.62
SET: 188097.42
SET: 184682.44
SET: 181239.00
SET: 178753.50
SET: 176087.45
SET: 173722.58
SET: 172362.27
SET: 171124.64
SET: 170921.50
SET: 169743.66
SET: 168035.05
SET: 165575.72
SET: 163278.73
SET: 161327.78
SET: 159585.34
SET: 158011.39
SET: 156631.02
SET: 155590.34
SET: 154568.47
SET: 153627.52
SET: 153443.94
SET: 153337.83
SET: 152873.58
SET: 152836.59
SET: 152584.16
SET: 152818.56
SET: 152972.00
SET: 152324.17
SET: 151972.09
SET: 151836.81
SET: 152410.48
SET: 153023.89
SET: 153619.19
SET: 154143.80
SET: 154472.31
SET: 155443.88
SET: 156079.31
SET: 156436.30
SET: 156691.20
SET: 156958.31
SET: 156789.58
SET: 156631.03
SET: 156809.89
SET: 158118.06
SET: 159346.66
SET: 160433.67
SET: 161484.23
SET: 162465.48
SET: 163341.88
SET: 163900.28
SET: 164306.84
SET: 164887.62
SET: 165389.55
SET: 165907.75
SET: 166378.53
SET: 166835.05
SET: 167414.52
SET: 167961.88
SET: 168542.53
SET: 168628.03
SET: 168657.05
SET: 168659.47
SET: 168646.94
SET: 168636.47
SET: 168566.12
SET: 168528.36
SET: 168471.22
SET: 168405.69
SET: 168326.44
SET: 168547.53
SET: 168835.47
SET: 169197.14
SET: 169650.72
SET: 170287.39
SET: 170875.20
SET: 171447.48
SET: 171597.64
SET: 171116.44
SET: 170795.61
SET: 170479.42
SET: 170281.64
SET: 170208.16
SET: 170428.69
SET: 170741.55
SET: 171055.23
SET: 171355.05
SET: 171914.23
SET: 172353.92
SET: 172697.80
SET: 173039.59
SET: 173444.62
SET: 173973.80
SET: 174379.61
SET: 174777.31
SET: 175253.11
SET: 175718.06
SET: 176162.67
SET: 176602.89
SET: 177014.20
SET: 177414.53
SET: 177806.22
SET: 178213.19
SET: 178592.00
SET: 178883.62
SET: 179095.89
SET: 179254.83
SET: 179289.38
SET: 178765.00
SET: 178340.61
SET: 177859.81
SET: 177483.22
SET: 177232.67
SET: 176982.80
SET: 176717.34
SET: 176602.05
SET: 176506.88
SET: 176376.91
SET: 176250.98
SET: 176123.28
SET: 176086.64
SET: 176341.23
SET: 176607.95
SET: 176766.98
SET: 176558.05
SET: 176516.47
SET: 176675.25
SET: 176928.16
SET: 177336.02
SET: 177740.98
SET: 178174.22
SET: 178475.59
SET: 178790.77
SET: 179005.97
SET: 179245.08
SET: 179485.30
SET: 179867.97
SET: 180239.55
SET: 180634.66
SET: 181011.36
SET: 181243.53
SET: 181387.45
SET: 181505.05
SET: 181608.98
SET: 181721.75
SET: 181863.61
SET: 182029.50
SET: 182242.19
SET: 182447.52
SET: 182671.20
SET: 182886.30
SET: 183041.27
SET: 183206.19
SET: 183319.61
SET: 183430.48
SET: 183566.00
SET: 183763.50
SET: 183969.73
SET: 184109.91
SET: 184185.75
SET: 184264.45
SET: 184377.81
SET: 184556.81
SET: 184733.36
SET: 184936.03
SET: 185128.16
SET: 185318.47
SET: 185512.58
SET: 185738.31
SET: 185930.42
SET: 186081.11
SET: 186217.58
SET: 186405.83
SET: 186557.05
SET: 186445.41
SET: 186210.98
SET: 186131.83
SET: 186338.25
SET: 186531.08
SET: 186767.06
SET: 187051.94
SET: 187332.16
SET: 187604.95
SET: 187886.69
SET: 188161.41
SET: 188436.41
SET: 188702.73
SET: 188952.39
SET: 189140.06
SET: 189277.11
SET: 189434.23
SET: 189555.09
SET: 189588.58
SET: 189606.30
SET: 189611.59
SET: 189603.42
SET: 189635.88
SET: 189683.16
SET: 189681.53
SET: 189739.62
SET: 189789.08
SET: 189855.06
SET: 189917.56
SET: 190032.50
SET: 190268.06
SET: 190492.67
SET: 190723.92
SET: 190939.34
SET: 191144.12
SET: 191279.83
SET: 191443.81
SET: 191611.97
SET: 191746.89
SET: 191902.28
SET: 192007.84
SET: 192128.12
SET: 192300.72
SET: 192450.92
SET: 192634.20
SET: 192753.55
SET: 192821.08
SET: 192867.81
SET: 192915.66
SET: 192958.97
SET: 193014.22
SET: 193089.02
SET: 193175.09
SET: 193249.67
SET: 193308.81
SET: 193358.77
SET: 193422.97
SET: 193492.73
SET: 193559.42
SET: 193611.48
SET: 193679.48
SET: 193707.64
SET: 193447.45
SET: 193209.56
SET: 192969.73
SET: 192774.75
SET: 192601.05
SET: 192501.38
SET: 192462.31
SET: 192415.34
SET: 192379.19
SET: 192398.91
SET: 192423.61
SET: 192453.45
SET: 192482.83
SET: 192515.69
SET: 192573.62
SET: 192613.73
SET: 192686.38
SET: 192693.98
SET: 192669.55
SET: 192645.05
SET: 192661.98
SET: 192685.39
SET: 192700.38
SET: 192702.89
SET: 192708.47
SET: 192705.50
SET: 192700.20
SET: 192700.56
SET: 192706.30
SET: 192686.98
SET: 192700.25
SET: 192732.27
SET: 192832.19
SET: 192913.27
SET: 192975.72
SET: 193028.73
SET: 193078.19
SET: 193138.83
SET: 193237.91
SET: 193348.08
SET: 193453.58
SET: 193507.48
SET: 193563.25
SET: 193616.30
SET: 193675.83
SET: 193742.42
SET: 193799.80
SET: 193881.45
SET: 194053.77
SET: 194234.89
SET: 194403.02
SET: 194548.88
SET: 194688.94
SET: 194826.56
SET: 194963.38
SET: 195066.64
SET: 195131.92
SET: 195197.62
SET: 195298.36
SET: 195381.44
SET: 195456.56
SET: 195536.08
SET: 195619.14
SET: 195700.11
SET: 195844.97
SET: 195950.31
SET: 196048.72
SET: 196160.00
SET: 196275.66
SET: 196394.75
SET: 196518.36
SET: 196639.56
SET: 196759.72
SET: 196880.61
SET: 196998.16
SET: 197117.75
SET: 197237.91
SET: 197356.12
SET: 197450.11
SET: 197547.45
SET: 197663.33
SET: 197682.03
SET: 197699.23
SET: 197712.17
SET: 197725.41
SET: 197714.00
SET: 197714.33
SET: 197719.08
SET: 197724.86
SET: 197757.53
