2023-11-24 14:54:02
SET: -nan
SET: 232384.00
SET: 227280.00
SET: 224341.33
SET: 220448.00
SET: 218246.41
SET: 216234.67
SET: 215460.58
SET: 213952.00
SET: 212700.44
SET: 211718.41
SET: 211147.64
SET: 210375.22
SET: 210010.47
SET: 209688.67
SET: 209527.06
SET: 209729.58
SET: 210422.02
SET: 211071.33
SET: 211564.72
SET: 211482.50
SET: 211408.11
SET: 211558.62
SET: 211925.58
SET: 211711.39
SET: 211564.23
SET: 211504.69
SET: 211277.73
SET: 211035.00
SET: 210916.02
SET: 210825.22
SET: 210782.61
SET: 210756.64
SET: 210606.22
SET: 210688.61
SET: 211170.38
SET: 211783.56
SET: 212297.05
SET: 212794.44
SET: 213211.36
SET: 213671.42
SET: 214080.95
SET: 214202.06
SET: 214175.42
SET: 214074.34
SET: 213775.12
SET: 212448.30
SET: 211160.23
SET: 209924.50
SET: 208764.67
SET: 207533.47
SET: 206400.12
SET: 205767.55
SET: 205167.91
SET: 204592.84
SET: 204025.89
SET: 203456.31
SET: 203004.97
SET: 202598.44
SET: 202097.20
SET: 201186.58
SET: 200355.64
SET: 199908.12
SET: 199953.78
SET: 199021.06
SET: 197644.45
SET: 196314.14
SET: 195187.67
SET: 194084.92
SET: 192984.45
SET: 191860.12
SET: 190850.38
SET: 189829.56
SET: 188820.94
SET: 187810.61
SET: 186868.59
SET: 185958.52
SET: 185042.95
SET: 184198.53
SET: 183329.31
SET: 182545.02
SET: 181766.66
SET: 181038.88
SET: 180614.27
SET: 179964.77
SET: 179723.14
SET: 179425.75
SET: 179141.81
SET: 179352.62
SET: 179390.11
SET: 179771.94
SET: 180253.33
SET: 180737.81
SET: 181079.08
SET: 181396.42
SET: 181692.92
SET: 181940.92
SET: 182225.70
SET: 182493.56
SET: 182696.56
SET: 182815.50
SET: 182921.00
SET: 183033.20
SET: 183123.98
SET: 183191.78
SET: 183190.03
SET: 183199.78
SET: 183381.00
SET: 183490.12
SET: 183408.50
SET: 183259.14
SET: 183208.44
SET: 183072.09
SET: 182823.20
SET: 182698.52
SET: 182387.64
SET: 182014.00
SET: 181593.95
SET: 181180.22
SET: 180838.23
SET: 180521.95
SET: 180576.08
SET: 180615.16
SET: 180690.80
SET: 180723.16
SET: 180766.00
SET: 180745.70
SET: 180729.50
SET: 180873.55
SET: 181089.03
SET: 181285.19
SET: 181315.92
SET: 181219.17
SET: 181144.56
SET: 181071.08
SET: 181007.44
SET: 180869.47
SET: 180697.30
SET: 180574.92
SET: 180344.03
SET: 180203.77
SET: 180077.95
SET: 179936.12
SET: 179791.58
SET: 179669.48
SET: 179547.73
SET: 179391.30
SET: 179174.06
SET: 179021.17
SET: 178877.84
SET: 178743.25
SET: 178389.64
SET: 178101.53
SET: 177838.72
SET: 177621.08
SET: 177525.98
SET: 177394.36
SET: 177247.50
SET: 177014.81
SET: 176674.38
SET: 176349.98
SET: 176209.69
SET: 175993.89
SET: 175922.08
SET: 176183.41
SET: 176445.06
SET: 176667.72
SET: 176914.14
SET: 177154.78
SET: 177392.00
SET: 177644.12
SET: 177894.80
SET: 178135.67
SET: 178362.66
SET: 178602.50
SET: 178800.83
SET: 178946.34
SET: 179033.11
SET: 179098.41
SET: 179193.53
SET: 179311.25
SET: 179399.20
SET: 179403.20
SET: 179471.69
SET: 179603.25
SET: 179607.81
SET: 179657.58
SET: 179691.58
SET: 179718.92
SET: 179773.56
SET: 179826.62
SET: 179887.52
SET: 179947.42
SET: 179956.31
SET: 179986.41
SET: 180001.23
SET: 180075.67
SET: 180171.94
SET: 180260.27
SET: 180318.14
SET: 180317.67
SET: 180170.11
SET: 180013.70
SET: 179853.81
SET: 179693.59
SET: 179479.06
SET: 179237.25
SET: 178995.16
SET: 178867.84
SET: 179026.05
SET: 179151.38
SET: 179120.66
SET: 178874.27
SET: 178651.20
SET: 178423.34
SET: 178202.67
SET: 178008.94
SET: 177877.28
SET: 177733.48
SET: 177586.47
SET: 177430.19
SET: 177285.58
SET: 177158.42
SET: 177043.61
SET: 177223.22
SET: 177364.70
SET: 177519.08
SET: 177636.14
SET: 177765.11
SET: 177907.47
SET: 178103.55
SET: 178325.08
SET: 178551.88
SET: 178766.83
SET: 178970.66
SET: 179164.30
SET: 179364.98
SET: 179554.66
SET: 179714.50
SET: 179843.16
SET: 179973.41
SET: 180105.89
SET: 180162.97
SET: 180264.48
SET: 180436.91
SET: 180573.69
SET: 180732.39
SET: 180901.47
SET: 181014.86
SET: 181145.59
SET: 181271.94
SET: 181378.05
SET: 181489.52
SET: 181597.72
SET: 181742.84
SET: 181881.33
SET: 182020.22
SET: 182149.84
SET: 182271.12
SET: 182390.97
SET: 182510.98
SET: 182597.73
SET: 182739.75
SET: 182889.44
SET: 183015.70
SET: 183092.70
SET: 183154.83
SET: 183271.59
SET: 183386.78
SET: 183475.19
SET: 183512.09
SET: 183518.38
SET: 183528.50
SET: 183537.84
SET: 183574.11
SET: 183593.92
SET: 183666.81
SET: 183769.44
SET: 183910.11
SET: 184028.11
SET: 184160.22
SET: 184217.05
SET: 184215.48
SET: 184220.48
SET: 184219.72
SET: 184250.05
SET: 184329.72
SET: 184460.02
SET: 184487.75
SET: 184403.69
SET: 184327.38
SET: 184296.23
SET: 184378.83
SET: 184429.86
SET: 184439.28
SET: 184357.73
SET: 184283.34
SET: 184238.86
SET: 184180.94
SET: 184174.12
SET: 184063.25
SET: 183965.88
SET: 183813.53
SET: 183682.66
SET: 183557.50
SET: 183428.75
SET: 183257.03
SET: 183095.61
SET: 182966.92
SET: 182842.16
SET: 182716.25
SET: 182648.45
SET: 182591.67
SET: 182538.20
SET: 182521.36
SET: 182497.81
SET: 182461.66
SET: 182353.55
SET: 182303.08
SET: 182321.44
SET: 182337.98
SET: 182343.66
SET: 182361.62
SET: 182383.64
SET: 182423.30
SET: 182467.33
SET: 182510.41
SET: 182614.58
SET: 182706.11
SET: 182799.05
SET: 182842.25
SET: 182870.88
SET: 182912.06
SET: 182941.36
SET: 182966.95
SET: 182988.75
SET: 183044.23
SET: 183155.12
SET: 183250.78
SET: 183207.88
SET: 183067.53
SET: 182926.97
SET: 182823.73
SET: 182738.62
SET: 182603.89
SET: 182459.91
SET: 182278.83
SET: 182083.69
SET: 181889.11
SET: 181697.03
SET: 181549.92
SET: 181405.48
SET: 181264.03
SET: 181130.56
SET: 181000.81
SET: 180910.03
SET: 180961.48
SET: 181028.08
SET: 181099.58
SET: 181199.19
SET: 181296.22
SET: 181385.88
SET: 181452.05
SET: 181465.86
SET: 181440.64
SET: 181419.78
SET: 181402.61
SET: 181410.81
SET: 181470.72
SET: 181497.17
SET: 181504.98
SET: 181727.16
SET: 182079.75
SET: 182415.69
SET: 182742.39
SET: 183081.09
SET: 183396.38
SET: 183753.86
SET: 184103.78
SET: 184423.08
SET: 184752.31
SET: 185041.27
SET: 185212.86
SET: 185387.22
SET: 185514.53
SET: 185652.62
SET: 185807.02
SET: 185984.58
SET: 186120.73
SET: 186248.80
SET: 186381.77
SET: 186453.02
SET: 186517.61
SET: 186546.06
SET: 186556.33
SET: 186723.38
SET: 186792.14
SET: 186918.50
SET: 187106.53
SET: 187450.25
SET: 187828.73
SET: 188258.16
SET: 188713.12
SET: 189177.77
SET: 189604.22
SET: 190044.20
SET: 190586.16
SET: 191146.81
SET: 191648.33
SET: 192165.16
SET: 192715.30
SET: 193189.09
SET: 193719.62
