2023-11-24 14:45:08
SET: -nan
SET: 484096.00
SET: 366640.00
SET: 325184.00
SET: 303120.00
SET: 285299.19
SET: 268709.34
SET: 255305.14
SET: 242080.00
SET: 229745.78
SET: 219856.00
SET: 212744.73
SET: 207992.00
SET: 203788.31
SET: 200308.58
SET: 197465.59
SET: 194792.00
SET: 192487.53
SET: 190497.78
SET: 188602.95
SET: 187684.80
SET: 187396.58
SET: 186046.55
SET: 184030.61
SET: 183666.67
SET: 182956.80
SET: 182156.31
SET: 181575.11
SET: 183737.14
SET: 185690.48
SET: 184785.06
SET: 183061.67
SET: 182049.00
SET: 182602.67
SET: 182553.41
SET: 181534.17
SET: 179895.11
SET: 178301.41
SET: 176958.31
SET: 175918.77
SET: 175072.00
SET: 174319.61
SET: 173635.05
SET: 173018.80
SET: 172382.55
SET: 171783.83
SET: 171174.27
SET: 170662.12
SET: 171014.67
SET: 171656.48
SET: 172613.77
SET: 173783.22
SET: 174843.69
SET: 175998.19
SET: 177127.70
SET: 178199.86
SET: 179058.86
SET: 180093.75
SET: 181075.31
SET: 181833.22
SET: 182294.94
SET: 182703.22
SET: 183155.09
SET: 183541.33
SET: 183876.00
SET: 184289.97
SET: 184938.67
SET: 186000.72
SET: 186799.06
SET: 187521.86
SET: 188177.83
SET: 188752.22
SET: 189585.78
SET: 190409.20
SET: 190967.34
SET: 191327.14
SET: 191809.69
SET: 192175.80
SET: 192657.23
SET: 192951.50
SET: 193170.80
SET: 193347.95
SET: 193605.47
SET: 193950.45
SET: 194427.05
SET: 194806.22
SET: 194965.20
SET: 195113.94
SET: 195177.81
SET: 195197.48
SET: 195295.64
SET: 195459.52
SET: 195718.27
SET: 195849.98
SET: 196023.16
SET: 196121.94
SET: 196192.67
SET: 196204.86
SET: 196292.25
SET: 196395.95
SET: 196536.64
SET: 196740.75
SET: 197020.86
SET: 197295.22
SET: 197577.53
SET: 197811.81
SET: 197907.33
SET: 197995.36
SET: 197859.86
SET: 197656.66
SET: 197463.86
SET: 197284.03
SET: 197161.14
SET: 197157.09
SET: 197158.73
SET: 197221.56
SET: 197339.86
SET: 197456.14
SET: 197562.03
SET: 197734.72
SET: 197947.20
SET: 198209.59
SET: 198530.36
SET: 198806.89
SET: 198605.16
SET: 198171.64
SET: 197800.38
SET: 197647.38
SET: 197718.25
SET: 197819.78
SET: 197938.95
SET: 197991.81
SET: 198082.91
SET: 198233.98
SET: 198463.77
SET: 198721.66
SET: 198865.41
SET: 198965.72
SET: 199130.67
SET: 199315.80
SET: 199427.66
SET: 199519.31
SET: 199739.05
SET: 199875.58
SET: 199955.33
SET: 200030.23
SET: 200119.02
SET: 200199.84
SET: 200191.56
SET: 200233.67
SET: 200311.89
SET: 200387.81
SET: 200450.73
SET: 200543.80
SET: 200632.11
SET: 200534.70
SET: 200050.47
SET: 199539.36
SET: 199076.45
SET: 198608.50
SET: 198293.59
SET: 198461.81
SET: 198739.16
SET: 199068.47
SET: 199365.66
SET: 199683.48
SET: 199974.55
SET: 200290.30
SET: 200492.19
SET: 200615.58
SET: 200747.48
SET: 200872.98
SET: 200967.06
SET: 201020.67
SET: 201082.48
SET: 201203.39
SET: 201286.73
SET: 201315.61
SET: 201396.31
SET: 201449.66
SET: 201492.27
SET: 201528.58
SET: 201583.64
SET: 201618.19
SET: 201622.61
SET: 201646.70
SET: 201636.64
SET: 201726.80
SET: 201814.81
SET: 201825.02
SET: 201818.44
SET: 201811.44
SET: 201819.17
SET: 201824.00
SET: 201910.27
SET: 201985.16
SET: 201973.55
SET: 201937.70
SET: 201929.70
SET: 201945.20
SET: 201998.36
SET: 202081.08
SET: 202149.50
SET: 202146.33
SET: 202019.58
SET: 202151.61
SET: 202304.58
SET: 202447.11
SET: 202614.72
SET: 202790.08
SET: 202962.23
SET: 203136.70
SET: 203261.22
SET: 203282.42
SET: 203304.31
SET: 203315.59
SET: 203334.61
SET: 203359.20
SET: 203396.94
SET: 203335.09
SET: 203028.17
SET: 202869.53
SET: 202764.78
SET: 202634.72
SET: 202543.25
SET: 202276.52
SET: 202068.22
SET: 202002.58
SET: 202013.86
SET: 202028.83
SET: 202062.98
SET: 202081.77
SET: 202145.06
SET: 202217.03
SET: 202289.73
SET: 202292.11
SET: 202308.17
SET: 202299.11
SET: 202316.20
SET: 202330.08
SET: 202355.83
SET: 202383.62
SET: 202421.12
SET: 202464.89
SET: 202502.25
SET: 202585.42
SET: 202654.92
SET: 202723.06
SET: 202792.08
SET: 202863.77
SET: 202915.55
SET: 202861.47
SET: 202520.34
SET: 202268.55
SET: 202072.91
SET: 201890.48
SET: 201692.22
SET: 201526.52
SET: 201364.20
SET: 201128.88
SET: 200895.50
SET: 200741.75
SET: 200607.75
SET: 200578.19
SET: 200718.53
SET: 200879.33
SET: 201029.28
SET: 201167.33
SET: 201293.11
SET: 201374.55
SET: 201458.59
SET: 201576.36
SET: 201743.97
SET: 201933.69
SET: 202132.88
SET: 202317.00
SET: 202519.27
SET: 202722.73
SET: 202907.36
SET: 203085.48
SET: 203322.81
SET: 203558.78
SET: 203779.58
SET: 203976.20
SET: 203910.14
SET: 203750.34
SET: 203624.56
SET: 203670.03
SET: 203789.17
SET: 203850.80
SET: 203960.33
SET: 204077.25
SET: 204168.61
SET: 204288.59
SET: 204382.86
SET: 204463.28
SET: 204567.12
SET: 204673.75
SET: 204731.20
SET: 204745.55
SET: 204729.95
SET: 204690.84
SET: 204689.30
SET: 204734.55
SET: 204765.30
SET: 204803.91
SET: 204873.02
SET: 204912.48
SET: 204934.88
SET: 204965.50
SET: 204990.36
SET: 205000.45
SET: 204997.66
SET: 205001.53
SET: 205010.88
SET: 205023.81
SET: 204885.69
SET: 204711.70
SET: 204546.14
SET: 204365.38
SET: 204180.55
SET: 204050.80
SET: 203928.61
SET: 203936.36
SET: 204045.09
SET: 204181.41
SET: 204311.20
SET: 204474.45
SET: 204655.94
SET: 204829.39
SET: 205022.17
SET: 205207.41
SET: 205370.31
SET: 205490.25
SET: 205616.19
SET: 205740.59
SET: 205860.84
SET: 205989.67
SET: 206119.64
SET: 206240.73
SET: 206362.52
SET: 206479.64
SET: 206616.84
SET: 206749.91
SET: 206862.83
SET: 207027.89
SET: 207176.81
SET: 207233.41
SET: 207273.05
SET: 207321.80
SET: 207351.34
SET: 207386.00
SET: 207438.48
SET: 207494.55
SET: 207548.95
SET: 207595.28
SET: 207651.16
SET: 207753.06
SET: 207865.58
SET: 207971.75
SET: 208080.45
SET: 208181.45
SET: 208304.88
SET: 208283.06
SET: 208076.31
SET: 208104.23
SET: 208189.98
SET: 208287.81
SET: 208359.91
SET: 208454.58
