2023-11-24 14:50:06
SET: -nan
SET: 507680.00
SET: 386304.00
SET: 346165.34
SET: 321744.00
SET: 308844.81
SET: 297338.66
SET: 288914.28
SET: 281928.00
SET: 275061.34
SET: 269504.00
SET: 265024.00
SET: 264176.00
SET: 263692.31
SET: 263353.16
SET: 263360.00
SET: 263404.00
SET: 263371.28
SET: 263392.00
SET: 262949.06
SET: 262131.20
SET: 260928.00
SET: 260030.55
SET: 259298.78
SET: 258766.67
SET: 258220.80
SET: 257634.47
SET: 257230.22
SET: 256390.86
SET: 255358.89
SET: 254270.94
SET: 252956.91
SET: 251528.00
SET: 250255.52
SET: 248965.64
SET: 247663.55
SET: 246400.00
SET: 244848.44
SET: 241776.00
SET: 238736.41
SET: 236212.80
SET: 233712.39
SET: 232071.62
SET: 231118.14
SET: 230300.36
SET: 229589.33
SET: 229094.27
SET: 228689.70
SET: 228214.67
SET: 227821.06
SET: 227464.31
SET: 226417.56
SET: 225090.47
SET: 224036.22
SET: 224364.44
SET: 224575.42
SET: 224664.00
SET: 224881.97
SET: 224966.62
SET: 224907.39
SET: 224851.20
SET: 224815.73
SET: 224784.00
SET: 224741.08
SET: 224660.00
SET: 224565.66
SET: 224470.78
SET: 224395.94
SET: 224268.23
SET: 224220.30
SET: 223016.69
SET: 221574.77
SET: 220168.44
SET: 218877.38
SET: 217769.52
SET: 216663.05
SET: 215577.69
SET: 214536.73
SET: 213543.80
SET: 212578.03
SET: 211864.00
SET: 211175.91
SET: 210448.39
SET: 210154.41
SET: 209807.23
SET: 209504.38
SET: 208628.84
SET: 207666.77
SET: 206711.27
SET: 205795.23
SET: 204927.64
SET: 204066.11
SET: 203212.17
SET: 202361.81
SET: 201517.61
SET: 200723.20
SET: 199948.00
SET: 199218.80
SET: 198767.34
SET: 198416.16
SET: 198080.95
SET: 197693.16
SET: 197452.55
SET: 197164.73
SET: 196814.47
SET: 196525.41
SET: 196790.34
SET: 197067.06
SET: 197278.22
SET: 197496.95
SET: 197705.59
SET: 197934.70
SET: 198231.42
SET: 198519.78
SET: 198813.19
SET: 199118.47
SET: 199393.66
SET: 199524.66
SET: 199131.12
SET: 198571.56
SET: 198004.53
SET: 197434.19
SET: 197019.28
SET: 196664.72
SET: 196286.70
SET: 195820.55
SET: 195231.75
SET: 194644.41
SET: 194080.50
SET: 193530.75
SET: 192999.11
SET: 192506.86
SET: 192088.00
SET: 191603.98
SET: 191957.50
SET: 192252.20
SET: 192572.22
SET: 192886.17
SET: 193200.89
SET: 193433.28
SET: 193573.91
SET: 193719.78
SET: 193907.78
SET: 194240.61
SET: 194409.27
SET: 194446.06
SET: 194313.36
SET: 194119.34
SET: 193928.17
SET: 193940.78
SET: 194050.94
SET: 194023.36
SET: 194063.31
SET: 194075.56
SET: 194198.59
SET: 194391.47
SET: 194587.42
SET: 194770.08
SET: 194970.45
SET: 195128.67
SET: 195280.33
SET: 195444.59
SET: 195653.16
SET: 195854.34
SET: 196043.91
SET: 196236.98
SET: 196240.95
SET: 196184.52
SET: 196231.05
SET: 196282.31
SET: 196431.61
SET: 196619.77
SET: 196908.80
SET: 197162.86
SET: 197395.06
SET: 197653.33
SET: 197915.73
SET: 198171.75
SET: 198408.53
SET: 198628.36
SET: 198862.09
SET: 199088.31
SET: 198888.50
SET: 198568.81
SET: 198230.52
SET: 197971.81
SET: 197717.61
SET: 197486.83
SET: 197220.20
SET: 197044.45
SET: 196841.73
SET: 196556.55
SET: 196232.33
SET: 195952.42
SET: 195707.56
SET: 195565.48
SET: 195425.00
SET: 195290.02
SET: 195165.61
SET: 195019.78
SET: 194873.02
SET: 194869.22
SET: 194905.88
SET: 195089.06
SET: 195308.42
SET: 195522.05
SET: 195731.75
SET: 195938.02
SET: 196168.31
SET: 196400.83
SET: 196628.55
SET: 196821.97
SET: 197040.42
SET: 197252.61
SET: 197415.28
SET: 197599.20
SET: 197785.56
SET: 197969.19
SET: 198139.97
SET: 198252.78
SET: 198361.38
SET: 198491.28
SET: 198580.23
SET: 198682.03
SET: 198771.19
SET: 198940.20
SET: 199111.11
SET: 199260.22
SET: 199430.48
SET: 199595.47
SET: 199750.00
SET: 199902.91
SET: 200039.86
SET: 200192.83
SET: 200321.36
SET: 200429.20
SET: 200550.62
SET: 200690.89
SET: 200844.08
SET: 200998.12
SET: 201129.56
SET: 201267.75
SET: 201410.84
SET: 201548.05
SET: 201710.08
SET: 201840.64
SET: 201586.27
SET: 201300.02
SET: 201042.80
SET: 200802.41
SET: 200602.86
SET: 200455.38
SET: 200399.34
SET: 200336.44
SET: 200278.55
SET: 200305.06
SET: 200374.48
SET: 200433.17
SET: 200575.86
SET: 200737.58
SET: 200889.19
SET: 201025.92
SET: 200696.28
SET: 200393.36
SET: 200143.52
SET: 200077.64
SET: 200026.47
SET: 200071.31
SET: 200144.59
SET: 200244.69
SET: 200399.88
SET: 200560.05
SET: 200711.03
SET: 200844.16
SET: 200975.27
SET: 201085.17
SET: 201199.61
SET: 201317.38
SET: 201456.17
SET: 201596.84
SET: 201704.73
SET: 201807.75
SET: 201910.05
SET: 202040.23
SET: 202143.34
SET: 202286.06
SET: 202435.38
SET: 202575.06
SET: 202723.00
SET: 202822.09
SET: 202890.59
SET: 203069.02
SET: 203284.80
SET: 203474.31
SET: 203605.52
SET: 203781.06
SET: 203955.73
SET: 204093.25
SET: 204217.50
SET: 204400.09
SET: 204576.47
SET: 204754.31
SET: 204938.19
SET: 205082.73
SET: 205220.22
SET: 205231.75
SET: 205227.52
SET: 205267.30
SET: 205307.64
SET: 205352.19
SET: 205474.58
SET: 205595.78
SET: 205712.81
SET: 205819.39
SET: 205906.22
SET: 205910.53
SET: 205887.30
SET: 205865.80
SET: 205887.41
SET: 205939.17
SET: 205985.91
SET: 206031.16
SET: 206073.34
SET: 206124.88
SET: 206179.84
SET: 206245.31
