2023-11-24 14:54:02
SET: 0.00
SET: 238725.11
SET: 229956.09
SET: 224053.27
SET: 218973.02
SET: 216102.31
SET: 213367.08
SET: 212189.59
SET: 212081.97
SET: 212989.80
SET: 213908.05
SET: 214537.27
SET: 215101.64
SET: 216081.20
SET: 216818.06
SET: 217520.67
SET: 217737.56
SET: 217360.62
SET: 217061.09
SET: 216776.27
SET: 216431.92
SET: 215489.62
SET: 214490.45
SET: 213468.27
SET: 212904.52
SET: 212718.61
SET: 212556.84
SET: 212757.81
SET: 213008.42
SET: 213324.52
SET: 213412.61
SET: 213315.44
SET: 213311.33
SET: 213539.20
SET: 213876.95
SET: 214327.03
SET: 214551.27
SET: 214833.41
SET: 215041.78
SET: 215272.27
SET: 215437.64
SET: 215719.83
SET: 215860.58
SET: 215994.78
SET: 215845.09
SET: 215657.33
SET: 215289.92
SET: 215003.48
SET: 215002.91
SET: 214743.16
SET: 215059.42
SET: 214974.98
SET: 214448.36
SET: 214057.50
SET: 213641.41
SET: 213453.36
SET: 213230.30
SET: 213015.64
SET: 212856.92
SET: 212345.69
SET: 211423.31
SET: 210523.83
SET: 209943.88
SET: 210215.19
SET: 210300.06
SET: 210375.92
SET: 210482.45
SET: 210543.30
SET: 210327.11
SET: 209010.83
SET: 207637.11
SET: 206384.14
SET: 205151.30
SET: 203938.64
SET: 202752.27
SET: 201596.67
SET: 200461.36
SET: 199360.17
SET: 198324.55
SET: 197273.94
SET: 196299.11
SET: 195264.22
SET: 194266.66
SET: 193600.30
SET: 192831.75
SET: 192147.91
SET: 191454.28
SET: 190753.81
SET: 190152.86
SET: 189400.06
SET: 188531.41
SET: 187654.42
SET: 186839.25
SET: 186171.31
SET: 185443.72
SET: 184734.12
SET: 184036.31
SET: 183284.30
SET: 182531.62
SET: 181863.95
SET: 181343.36
SET: 180804.56
SET: 180216.73
SET: 179602.73
SET: 178987.92
SET: 178354.66
SET: 177754.77
SET: 177191.50
SET: 176693.17
SET: 176117.11
SET: 175604.45
SET: 175163.28
SET: 174794.25
SET: 174602.20
SET: 174261.70
SET: 173947.42
SET: 173703.64
SET: 173240.36
SET: 172816.48
SET: 172427.33
SET: 172121.97
SET: 172091.88
SET: 172043.14
SET: 171806.36
SET: 171551.20
SET: 171149.38
SET: 170756.72
SET: 170369.50
SET: 170062.80
SET: 169673.31
SET: 169296.45
SET: 168936.11
SET: 168617.08
SET: 168321.14
SET: 168030.56
SET: 167844.53
SET: 167683.83
SET: 167498.14
SET: 167339.73
SET: 167773.52
SET: 168192.88
SET: 168575.66
SET: 168967.70
SET: 169329.64
SET: 169761.66
SET: 170163.67
SET: 170556.22
SET: 170759.97
SET: 171054.34
SET: 171256.52
SET: 171413.34
SET: 171540.11
SET: 171663.33
SET: 171767.36
SET: 171836.59
SET: 171759.22
SET: 171684.06
SET: 171476.17
SET: 171172.50
SET: 171223.78
SET: 171187.05
SET: 171037.48
SET: 170867.66
SET: 170874.41
SET: 171012.95
SET: 171273.53
SET: 171530.00
SET: 171826.14
SET: 172110.55
SET: 172415.27
SET: 172710.19
SET: 172980.89
SET: 173088.28
SET: 173028.92
SET: 173011.42
SET: 172983.70
SET: 172919.94
SET: 172853.11
SET: 172776.59
SET: 172619.25
SET: 172770.28
SET: 172696.73
SET: 172749.86
SET: 172667.61
SET: 172653.73
SET: 172721.62
SET: 172838.84
SET: 172851.30
SET: 172876.20
SET: 172927.95
SET: 172945.80
SET: 172960.78
SET: 173026.27
SET: 173077.31
SET: 173098.31
SET: 173071.69
SET: 172991.78
SET: 172883.12
SET: 172791.08
SET: 172674.88
